,Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Date,Quater,Month,Profit
3051,12-05-2022,Asia,CRM,Online,Business,6005.0,10,669.0,No,2022-05-12,2,May,5336.0
3052,13-05-2022,Asia,Database,Direct Sales,Business,2816.0,11,620.0,No,2022-05-13,2,May,2196.0
3053,14-05-2022,Australia,ERP,Partner,Consumer,2605.0,9,1772.0,Yes,2022-05-14,2,May,833.0
3054,15-05-2022,South America,Antivirus,Partner,Business,9759.0,14,621.0,No,2022-05-15,2,May,9138.0
3055,16-05-2022,Europe,DevTools,Direct Sales,Consumer,8639.0,5,1975.0,No,2022-05-16,2,May,6664.0
3056,17-05-2022,Asia,CRM,Direct Sales,Consumer,8117.0,9,1037.0,No,2022-05-17,2,May,7080.0
3057,18-05-2022,Asia,DevTools,Online,Consumer,1367.0,4,993.0,Yes,2022-05-18,2,May,374.0
3058,19-05-2022,Asia,ERP,Partner,Consumer,7576.0,2,637.0,Yes,2022-05-19,2,May,6939.0
3059,20-05-2022,Europe,Antivirus,Direct Sales,Consumer,2224.0,19,1378.0,Yes,2022-05-20,2,May,846.0
3060,21-05-2022,Asia,Database,Partner,Business,9776.0,1,1379.0,Yes,2022-05-21,2,May,8397.0
3061,22-05-2022,Europe,DevTools,Partner,Business,616.0,1,1241.0,No,2022-05-22,2,May,-625.0
3062,23-05-2022,Asia,Database,Online,Business,3586.0,12,967.0,Yes,2022-05-23,2,May,2619.0
3063,24-05-2022,Australia,Antivirus,Online,Consumer,4344.0,11,1053.0,No,2022-05-24,2,May,3291.0
3064,25-05-2022,Australia,DevTools,Online,Business,8260.0,1,981.0,Yes,2022-05-25,2,May,7279.0
3065,26-05-2022,Europe,Database,Direct Sales,Consumer,7686.0,14,1139.0,Yes,2022-05-26,2,May,6547.0
3066,27-05-2022,Australia,Database,Partner,Consumer,3812.0,11,1013.0,No,2022-05-27,2,May,2799.0
3067,28-05-2022,Europe,DevTools,Direct Sales,Consumer,5699.0,7,1513.0,Yes,2022-05-28,2,May,4186.0
3068,29-05-2022,Australia,Antivirus,Direct Sales,Consumer,8372.0,2,944.0,Yes,2022-05-29,2,May,7428.0
3069,30-05-2022,Australia,Database,Online,Business,280.0,15,1026.0,No,2022-05-30,2,May,-746.0
3070,31-05-2022,Europe,ERP,Partner,Business,8042.0,8,1153.0,Yes,2022-05-31,2,May,6889.0
3071,01-06-2022,South America,DevTools,Partner,Business,9474.0,15,506.0,No,2022-06-01,2,June,8968.0
3072,02-06-2022,Australia,CRM,Online,Business,417.0,8,1238.0,Yes,2022-06-02,2,June,-821.0
3073,03-06-2022,Asia,CRM,Partner,Business,551.0,10,884.0,No,2022-06-03,2,June,-333.0
3074,04-06-2022,South America,Antivirus,Online,Consumer,3511.0,19,584.0,Yes,2022-06-04,2,June,2927.0
3075,05-06-2022,Europe,ERP,Direct Sales,Business,969.0,3,1867.0,No,2022-06-05,2,June,-898.0
3076,06-06-2022,South America,Database,Direct Sales,Consumer,4845.0,14,984.0,Yes,2022-06-06,2,June,3861.0
3077,07-06-2022,North America,CRM,Online,Consumer,7314.0,9,1139.0,No,2022-06-07,2,June,6175.0
3078,08-06-2022,North America,Antivirus,Direct Sales,Consumer,5712.0,9,1741.0,Yes,2022-06-08,2,June,3971.0
3079,09-06-2022,Australia,ERP,Direct Sales,Business,2045.0,6,750.0,Yes,2022-06-09,2,June,1295.0
3080,10-06-2022,Australia,ERP,Online,Consumer,6583.0,8,1775.0,Yes,2022-06-10,2,June,4808.0
3081,11-06-2022,Asia,Antivirus,Direct Sales,Consumer,6880.0,11,862.0,No,2022-06-11,2,June,6018.0
3082,12-06-2022,South America,Antivirus,Partner,Business,9331.0,8,1384.0,No,2022-06-12,2,June,7947.0
3083,13-06-2022,North America,Database,Direct Sales,Consumer,1553.0,12,1529.0,Yes,2022-06-13,2,June,24.0
3084,14-06-2022,Australia,Antivirus,Online,Consumer,6954.0,10,1858.0,Yes,2022-06-14,2,June,5096.0
3085,15-06-2022,South America,Database,Partner,Consumer,9123.0,4,1411.0,Yes,2022-06-15,2,June,7712.0
3086,16-06-2022,Australia,Database,Partner,Business,5065.0,16,1180.0,Yes,2022-06-16,2,June,3885.0
3087,17-06-2022,Australia,DevTools,Direct Sales,Consumer,3682.0,6,1358.0,Yes,2022-06-17,2,June,2324.0
3088,18-06-2022,North America,ERP,Partner,Consumer,1790.0,9,803.0,Yes,2022-06-18,2,June,987.0
3089,19-06-2022,North America,ERP,Online,Business,8681.0,5,1534.0,Yes,2022-06-19,2,June,7147.0
3090,20-06-2022,Australia,ERP,Partner,Business,4003.0,6,780.0,Yes,2022-06-20,2,June,3223.0
3091,21-06-2022,Europe,DevTools,Direct Sales,Consumer,9256.0,17,1336.0,Yes,2022-06-21,2,June,7920.0
3092,22-06-2022,Australia,Database,Direct Sales,Business,8493.0,17,1471.0,Yes,2022-06-22,2,June,7022.0
3093,23-06-2022,Australia,Database,Partner,Business,3829.0,13,1848.0,No,2022-06-23,2,June,1981.0
3094,24-06-2022,Asia,Antivirus,Online,Business,5782.0,17,1175.0,No,2022-06-24,2,June,4607.0
3095,25-06-2022,Asia,DevTools,Online,Business,369.0,14,1663.0,Yes,2022-06-25,2,June,-1294.0
3096,26-06-2022,Asia,Antivirus,Direct Sales,Business,2706.0,2,751.0,Yes,2022-06-26,2,June,1955.0
3097,27-06-2022,Europe,DevTools,Direct Sales,Business,7132.0,19,734.0,Yes,2022-06-27,2,June,6398.0
3098,28-06-2022,Europe,Antivirus,Online,Business,6811.0,3,1287.0,No,2022-06-28,2,June,5524.0
3099,29-06-2022,Australia,CRM,Partner,Consumer,3598.0,2,1395.0,No,2022-06-29,2,June,2203.0
3100,30-06-2022,Asia,ERP,Partner,Business,8105.0,2,1449.0,Yes,2022-06-30,2,June,6656.0
3101,01-07-2022,Europe,ERP,Partner,Business,2435.0,7,1619.0,Yes,2022-07-01,3,July,816.0
3102,02-07-2022,North America,Database,Partner,Business,4667.0,4,942.0,Yes,2022-07-02,3,July,3725.0
3103,03-07-2022,Australia,CRM,Online,Consumer,4778.0,17,1434.0,No,2022-07-03,3,July,3344.0
3104,04-07-2022,South America,ERP,Direct Sales,Business,3474.0,6,782.0,No,2022-07-04,3,July,2692.0
3105,05-07-2022,Australia,Database,Direct Sales,Business,9551.0,7,828.0,No,2022-07-05,3,July,8723.0
3106,06-07-2022,South America,CRM,Partner,Consumer,6997.0,6,601.0,No,2022-07-06,3,July,6396.0
3107,07-07-2022,Asia,ERP,Online,Business,5438.0,9,1621.0,Yes,2022-07-07,3,July,3817.0
3108,08-07-2022,South America,Antivirus,Online,Consumer,5154.0,4,1260.0,Yes,2022-07-08,3,July,3894.0
3109,09-07-2022,Asia,DevTools,Partner,Consumer,1677.0,5,857.0,Yes,2022-07-09,3,July,820.0
3110,10-07-2022,North America,CRM,Partner,Business,3785.0,19,1334.0,Yes,2022-07-10,3,July,2451.0
3111,11-07-2022,South America,Database,Partner,Consumer,6760.0,10,1031.0,Yes,2022-07-11,3,July,5729.0
3112,12-07-2022,Australia,CRM,Direct Sales,Business,9253.0,18,1756.0,No,2022-07-12,3,July,7497.0
3113,13-07-2022,Asia,Database,Partner,Business,8183.0,15,1292.0,Yes,2022-07-13,3,July,6891.0
3114,14-07-2022,Australia,CRM,Direct Sales,Consumer,3074.0,1,545.0,Yes,2022-07-14,3,July,2529.0
3115,15-07-2022,Europe,Database,Online,Consumer,4396.0,5,1978.0,No,2022-07-15,3,July,2418.0
3116,16-07-2022,Asia,ERP,Online,Business,921.0,5,611.0,Yes,2022-07-16,3,July,310.0
3117,17-07-2022,South America,Antivirus,Direct Sales,Business,1112.0,8,1544.0,Yes,2022-07-17,3,July,-432.0
3118,18-07-2022,Asia,ERP,Direct Sales,Consumer,4755.0,15,1156.0,Yes,2022-07-18,3,July,3599.0
3119,19-07-2022,Australia,Antivirus,Direct Sales,Business,5349.0,17,874.0,No,2022-07-19,3,July,4475.0
3120,20-07-2022,North America,ERP,Direct Sales,Business,2714.0,19,1515.0,Yes,2022-07-20,3,July,1199.0
3121,21-07-2022,Asia,ERP,Partner,Business,6464.0,13,689.0,No,2022-07-21,3,July,5775.0
3122,22-07-2022,South America,CRM,Online,Consumer,7063.0,10,1787.0,No,2022-07-22,3,July,5276.0
3123,23-07-2022,Europe,DevTools,Partner,Business,3061.0,17,876.0,No,2022-07-23,3,July,2185.0
3124,24-07-2022,North America,Database,Direct Sales,Business,7608.0,5,1042.0,No,2022-07-24,3,July,6566.0
3125,25-07-2022,Europe,Database,Partner,Business,2135.0,18,1449.0,Yes,2022-07-25,3,July,686.0
3126,26-07-2022,Asia,Database,Partner,Consumer,5488.0,17,502.0,No,2022-07-26,3,July,4986.0
3127,27-07-2022,Australia,Antivirus,Online,Consumer,8062.0,4,1209.0,Yes,2022-07-27,3,July,6853.0
3128,28-07-2022,Australia,Database,Partner,Consumer,5416.0,7,1841.0,No,2022-07-28,3,July,3575.0
3129,29-07-2022,South America,Database,Online,Business,9089.0,5,1521.0,Yes,2022-07-29,3,July,7568.0
3130,30-07-2022,Australia,CRM,Direct Sales,Consumer,679.0,8,1082.0,Yes,2022-07-30,3,July,-403.0
3131,31-07-2022,North America,ERP,Partner,Business,5924.0,8,1491.0,Yes,2022-07-31,3,July,4433.0
3132,01-08-2022,Australia,Database,Direct Sales,Consumer,5661.0,11,1905.0,Yes,2022-08-01,3,August,3756.0
3133,02-08-2022,South America,DevTools,Online,Business,6637.0,9,782.0,Yes,2022-08-02,3,August,5855.0
3134,03-08-2022,Asia,Database,Direct Sales,Consumer,8351.0,19,1298.0,Yes,2022-08-03,3,August,7053.0
3135,04-08-2022,Asia,Antivirus,Direct Sales,Business,7286.0,19,852.0,Yes,2022-08-04,3,August,6434.0
3136,05-08-2022,Australia,Antivirus,Online,Business,7924.0,9,1781.0,Yes,2022-08-05,3,August,6143.0
3137,06-08-2022,Europe,Antivirus,Direct Sales,Consumer,2959.0,17,1582.0,Yes,2022-08-06,3,August,1377.0
3138,07-08-2022,Asia,Database,Direct Sales,Business,3936.0,16,1702.0,Yes,2022-08-07,3,August,2234.0
3139,08-08-2022,Australia,CRM,Direct Sales,Consumer,6305.0,7,1915.0,No,2022-08-08,3,August,4390.0
3140,09-08-2022,South America,DevTools,Partner,Consumer,5579.0,3,848.0,Yes,2022-08-09,3,August,4731.0
3141,10-08-2022,Australia,Database,Direct Sales,Business,9615.0,19,573.0,Yes,2022-08-10,3,August,9042.0
3142,11-08-2022,Asia,CRM,Online,Business,1950.0,8,936.0,Yes,2022-08-11,3,August,1014.0
3143,12-08-2022,South America,CRM,Partner,Consumer,3578.0,5,1099.0,No,2022-08-12,3,August,2479.0
3144,13-08-2022,Australia,Database,Partner,Consumer,5770.0,6,1438.0,No,2022-08-13,3,August,4332.0
3145,14-08-2022,North America,Database,Online,Consumer,8693.0,2,1697.0,Yes,2022-08-14,3,August,6996.0
3146,15-08-2022,South America,CRM,Direct Sales,Business,9301.0,19,1025.0,Yes,2022-08-15,3,August,8276.0
3147,16-08-2022,North America,CRM,Partner,Consumer,3427.0,13,1210.0,No,2022-08-16,3,August,2217.0
3148,17-08-2022,Europe,CRM,Partner,Business,764.0,6,1678.0,Yes,2022-08-17,3,August,-914.0
3149,18-08-2022,South America,Database,Partner,Business,4274.0,6,838.0,Yes,2022-08-18,3,August,3436.0
3150,19-08-2022,North America,CRM,Direct Sales,Consumer,4004.0,2,826.0,No,2022-08-19,3,August,3178.0
3151,20-08-2022,Asia,Antivirus,Partner,Consumer,9866.0,5,1384.0,No,2022-08-20,3,August,8482.0
3152,21-08-2022,Asia,Database,Online,Business,4368.0,11,1154.0,Yes,2022-08-21,3,August,3214.0
3153,22-08-2022,Europe,Antivirus,Direct Sales,Business,3127.0,11,1923.0,Yes,2022-08-22,3,August,1204.0
3154,23-08-2022,South America,ERP,Online,Business,3717.0,14,1036.0,Yes,2022-08-23,3,August,2681.0
3155,24-08-2022,South America,Database,Online,Business,4030.0,13,1639.0,No,2022-08-24,3,August,2391.0
3156,25-08-2022,South America,ERP,Partner,Consumer,8233.0,8,1375.0,Yes,2022-08-25,3,August,6858.0
3157,26-08-2022,Europe,CRM,Partner,Business,902.0,15,582.0,Yes,2022-08-26,3,August,320.0
3158,27-08-2022,South America,CRM,Partner,Consumer,3233.0,12,627.0,No,2022-08-27,3,August,2606.0
3159,28-08-2022,Asia,DevTools,Online,Consumer,9667.0,3,805.0,Yes,2022-08-28,3,August,8862.0
3160,29-08-2022,North America,CRM,Direct Sales,Consumer,1616.0,5,715.0,Yes,2022-08-29,3,August,901.0
3161,30-08-2022,Asia,ERP,Partner,Business,7452.0,6,994.0,Yes,2022-08-30,3,August,6458.0
3162,31-08-2022,Asia,CRM,Partner,Business,3628.0,2,1368.0,Yes,2022-08-31,3,August,2260.0
3163,01-09-2022,North America,Database,Online,Consumer,5860.0,8,1404.0,No,2022-09-01,3,September,4456.0
3164,02-09-2022,Asia,CRM,Direct Sales,Consumer,1086.0,5,1382.0,No,2022-09-02,3,September,-296.0
3165,03-09-2022,Europe,DevTools,Online,Consumer,3133.0,17,676.0,No,2022-09-03,3,September,2457.0
3166,04-09-2022,North America,CRM,Partner,Consumer,5059.0,2,1400.0,Yes,2022-09-04,3,September,3659.0
3167,05-09-2022,Asia,ERP,Online,Business,2394.0,11,1115.0,Yes,2022-09-05,3,September,1279.0
3168,06-09-2022,Australia,ERP,Partner,Consumer,5465.0,4,1855.0,Yes,2022-09-06,3,September,3610.0
3169,07-09-2022,Asia,CRM,Direct Sales,Business,2276.0,11,1868.0,Yes,2022-09-07,3,September,408.0
3170,08-09-2022,Europe,ERP,Online,Business,6536.0,9,1652.0,No,2022-09-08,3,September,4884.0
3171,09-09-2022,South America,ERP,Partner,Business,9053.0,6,1555.0,Yes,2022-09-09,3,September,7498.0
3172,10-09-2022,Asia,DevTools,Partner,Business,946.0,2,672.0,Yes,2022-09-10,3,September,274.0
3173,11-09-2022,South America,Database,Partner,Consumer,2244.0,15,627.0,Yes,2022-09-11,3,September,1617.0
3174,12-09-2022,Australia,DevTools,Partner,Business,8460.0,5,1761.0,No,2022-09-12,3,September,6699.0
3175,13-09-2022,Asia,Antivirus,Online,Consumer,6352.0,12,1141.0,Yes,2022-09-13,3,September,5211.0
3176,14-09-2022,North America,DevTools,Partner,Business,879.0,13,1177.0,Yes,2022-09-14,3,September,-298.0
3177,15-09-2022,South America,CRM,Online,Consumer,4915.0,17,1772.0,Yes,2022-09-15,3,September,3143.0
3178,16-09-2022,Australia,Database,Partner,Consumer,2177.0,4,1432.0,Yes,2022-09-16,3,September,745.0
3179,17-09-2022,North America,CRM,Online,Consumer,2071.0,10,769.0,Yes,2022-09-17,3,September,1302.0
3180,18-09-2022,North America,Antivirus,Online,Consumer,9412.0,1,817.0,No,2022-09-18,3,September,8595.0
3181,19-09-2022,North America,Database,Partner,Consumer,7639.0,11,510.0,Yes,2022-09-19,3,September,7129.0
3182,20-09-2022,North America,ERP,Partner,Business,6993.0,16,1566.0,Yes,2022-09-20,3,September,5427.0
3183,21-09-2022,Asia,DevTools,Partner,Consumer,2465.0,11,1228.0,Yes,2022-09-21,3,September,1237.0
3184,22-09-2022,Asia,CRM,Partner,Business,1274.0,9,1925.0,Yes,2022-09-22,3,September,-651.0
3185,23-09-2022,Asia,Antivirus,Direct Sales,Consumer,8721.0,2,1571.0,Yes,2022-09-23,3,September,7150.0
3186,24-09-2022,Australia,ERP,Partner,Business,158.0,7,655.0,No,2022-09-24,3,September,-497.0
3187,25-09-2022,Australia,DevTools,Partner,Business,3942.0,19,742.0,Yes,2022-09-25,3,September,3200.0
3188,26-09-2022,Australia,ERP,Partner,Business,2848.0,18,1253.0,No,2022-09-26,3,September,1595.0
3189,27-09-2022,Europe,DevTools,Online,Consumer,5747.0,7,1887.0,No,2022-09-27,3,September,3860.0
3190,28-09-2022,Australia,Database,Partner,Business,2580.0,9,871.0,Yes,2022-09-28,3,September,1709.0
3191,29-09-2022,Asia,ERP,Online,Consumer,3181.0,12,1738.0,Yes,2022-09-29,3,September,1443.0
3192,30-09-2022,Asia,ERP,Online,Consumer,8515.0,3,968.0,No,2022-09-30,3,September,7547.0
3193,01-10-2022,Europe,ERP,Online,Business,6072.0,16,905.0,Yes,2022-10-01,4,October,5167.0
3194,02-10-2022,Europe,Database,Online,Business,1542.0,7,1852.0,No,2022-10-02,4,October,-310.0
3195,03-10-2022,Australia,Antivirus,Direct Sales,Consumer,7292.0,5,571.0,No,2022-10-03,4,October,6721.0
3196,04-10-2022,South America,DevTools,Partner,Consumer,2154.0,7,1491.0,Yes,2022-10-04,4,October,663.0
3197,05-10-2022,Europe,ERP,Online,Consumer,4387.0,19,565.0,Yes,2022-10-05,4,October,3822.0
3198,06-10-2022,North America,Database,Partner,Consumer,6501.0,17,1701.0,No,2022-10-06,4,October,4800.0
3199,07-10-2022,Asia,Antivirus,Online,Consumer,2792.0,16,1744.0,Yes,2022-10-07,4,October,1048.0
3200,08-10-2022,North America,DevTools,Direct Sales,Consumer,3903.0,19,1840.0,No,2022-10-08,4,October,2063.0
3201,09-10-2022,Asia,Database,Online,Business,7368.0,18,779.0,No,2022-10-09,4,October,6589.0
3202,10-10-2022,Asia,DevTools,Partner,Consumer,9385.0,19,687.0,Yes,2022-10-10,4,October,8698.0
3203,11-10-2022,Europe,ERP,Partner,Consumer,5340.0,4,1255.0,No,2022-10-11,4,October,4085.0
3204,12-10-2022,Europe,Antivirus,Direct Sales,Business,199.0,1,907.0,No,2022-10-12,4,October,-708.0
3205,13-10-2022,North America,Database,Partner,Business,3451.0,4,1409.0,No,2022-10-13,4,October,2042.0
3206,14-10-2022,Asia,Antivirus,Partner,Business,4046.0,4,1271.0,No,2022-10-14,4,October,2775.0
3207,15-10-2022,North America,ERP,Online,Consumer,3458.0,9,717.0,No,2022-10-15,4,October,2741.0
3208,16-10-2022,South America,Antivirus,Partner,Business,4419.0,8,1609.0,No,2022-10-16,4,October,2810.0
3209,17-10-2022,North America,Antivirus,Online,Business,6363.0,2,1706.0,Yes,2022-10-17,4,October,4657.0
3210,18-10-2022,Australia,CRM,Direct Sales,Consumer,1299.0,6,1945.0,No,2022-10-18,4,October,-646.0
3211,19-10-2022,North America,Antivirus,Partner,Consumer,2799.0,11,1093.0,No,2022-10-19,4,October,1706.0
3212,20-10-2022,Australia,DevTools,Online,Consumer,5126.0,4,1007.0,Yes,2022-10-20,4,October,4119.0
3213,21-10-2022,Australia,Database,Partner,Consumer,3224.0,14,788.0,Yes,2022-10-21,4,October,2436.0
3214,22-10-2022,Australia,CRM,Online,Business,9912.0,9,771.0,Yes,2022-10-22,4,October,9141.0
3215,23-10-2022,South America,Database,Direct Sales,Consumer,4371.0,2,982.0,No,2022-10-23,4,October,3389.0
3216,24-10-2022,North America,Database,Online,Business,8711.0,1,1973.0,Yes,2022-10-24,4,October,6738.0
3217,25-10-2022,North America,ERP,Partner,Consumer,8975.0,4,638.0,No,2022-10-25,4,October,8337.0
3218,26-10-2022,South America,ERP,Online,Business,8376.0,12,889.0,No,2022-10-26,4,October,7487.0
3219,27-10-2022,Asia,CRM,Partner,Consumer,564.0,5,629.0,No,2022-10-27,4,October,-65.0
3220,28-10-2022,Europe,ERP,Direct Sales,Consumer,9483.0,9,910.0,No,2022-10-28,4,October,8573.0
3221,29-10-2022,North America,ERP,Online,Consumer,1375.0,4,639.0,Yes,2022-10-29,4,October,736.0
3222,30-10-2022,Europe,ERP,Partner,Business,441.0,16,1262.0,No,2022-10-30,4,October,-821.0
3223,31-10-2022,South America,Database,Partner,Business,4202.0,2,1158.0,No,2022-10-31,4,October,3044.0
3224,01-11-2022,Asia,CRM,Partner,Business,2027.0,16,761.0,No,2022-11-01,4,November,1266.0
3225,02-11-2022,Asia,Database,Online,Consumer,1924.0,16,762.0,No,2022-11-02,4,November,1162.0
3226,03-11-2022,Asia,DevTools,Online,Business,2949.0,11,1439.0,No,2022-11-03,4,November,1510.0
3227,04-11-2022,South America,Database,Online,Consumer,2559.0,1,1081.0,No,2022-11-04,4,November,1478.0
3228,05-11-2022,Australia,DevTools,Direct Sales,Consumer,6879.0,15,584.0,Yes,2022-11-05,4,November,6295.0
3229,06-11-2022,Australia,Antivirus,Partner,Consumer,1949.0,4,1880.0,Yes,2022-11-06,4,November,69.0
3230,07-11-2022,Europe,Antivirus,Partner,Business,5477.0,18,1107.0,No,2022-11-07,4,November,4370.0
3231,08-11-2022,Australia,DevTools,Direct Sales,Consumer,9866.0,17,1387.0,No,2022-11-08,4,November,8479.0
3232,09-11-2022,Australia,DevTools,Direct Sales,Business,4381.0,7,1828.0,No,2022-11-09,4,November,2553.0
3233,10-11-2022,Asia,Database,Online,Consumer,6455.0,18,1103.0,No,2022-11-10,4,November,5352.0
3234,11-11-2022,Asia,DevTools,Online,Consumer,9697.0,13,1731.0,No,2022-11-11,4,November,7966.0
3235,12-11-2022,Europe,CRM,Online,Consumer,1463.0,10,1872.0,Yes,2022-11-12,4,November,-409.0
3236,13-11-2022,North America,Antivirus,Online,Business,4244.0,1,761.0,No,2022-11-13,4,November,3483.0
3237,14-11-2022,Europe,Antivirus,Online,Business,8517.0,2,1839.0,Yes,2022-11-14,4,November,6678.0
3238,15-11-2022,Europe,DevTools,Online,Consumer,9330.0,17,680.0,Yes,2022-11-15,4,November,8650.0
3239,16-11-2022,South America,ERP,Direct Sales,Business,6052.0,3,913.0,Yes,2022-11-16,4,November,5139.0
3240,17-11-2022,South America,ERP,Direct Sales,Business,1520.0,17,1712.0,Yes,2022-11-17,4,November,-192.0
3241,18-11-2022,Europe,DevTools,Direct Sales,Consumer,9025.0,12,1851.0,Yes,2022-11-18,4,November,7174.0
3242,19-11-2022,Europe,CRM,Partner,Consumer,1827.0,12,1526.0,No,2022-11-19,4,November,301.0
3243,20-11-2022,Europe,ERP,Partner,Business,3593.0,10,657.0,No,2022-11-20,4,November,2936.0
3244,21-11-2022,Australia,DevTools,Online,Consumer,3818.0,7,1284.0,No,2022-11-21,4,November,2534.0
3245,22-11-2022,South America,CRM,Direct Sales,Consumer,4528.0,10,1359.0,No,2022-11-22,4,November,3169.0
3246,23-11-2022,Europe,CRM,Partner,Business,7923.0,18,923.0,Yes,2022-11-23,4,November,7000.0
3247,24-11-2022,Asia,Database,Partner,Business,8041.0,6,1987.0,Yes,2022-11-24,4,November,6054.0
3248,25-11-2022,Asia,CRM,Direct Sales,Consumer,7225.0,7,1003.0,No,2022-11-25,4,November,6222.0
3249,26-11-2022,Australia,ERP,Partner,Business,319.0,17,815.0,Yes,2022-11-26,4,November,-496.0
3250,27-11-2022,Australia,ERP,Partner,Business,5692.0,12,665.0,No,2022-11-27,4,November,5027.0
3251,28-11-2022,North America,DevTools,Direct Sales,Consumer,7500.0,17,1068.0,Yes,2022-11-28,4,November,6432.0
3252,29-11-2022,North America,DevTools,Partner,Consumer,4502.0,18,1539.0,Yes,2022-11-29,4,November,2963.0
3253,30-11-2022,North America,CRM,Direct Sales,Consumer,9455.0,14,847.0,Yes,2022-11-30,4,November,8608.0
3254,01-12-2022,Australia,Antivirus,Partner,Consumer,8256.0,11,1654.0,Yes,2022-12-01,4,December,6602.0
3255,02-12-2022,Australia,Database,Direct Sales,Business,6418.0,2,703.0,No,2022-12-02,4,December,5715.0
3256,03-12-2022,Australia,Antivirus,Partner,Business,718.0,1,1161.0,Yes,2022-12-03,4,December,-443.0
3257,04-12-2022,Asia,CRM,Partner,Consumer,6558.0,11,1554.0,No,2022-12-04,4,December,5004.0
3258,05-12-2022,Australia,CRM,Direct Sales,Consumer,9125.0,2,703.0,No,2022-12-05,4,December,8422.0
3259,06-12-2022,Asia,Antivirus,Partner,Consumer,3857.0,16,1397.0,Yes,2022-12-06,4,December,2460.0
3260,07-12-2022,North America,Database,Direct Sales,Consumer,8398.0,3,1698.0,No,2022-12-07,4,December,6700.0
3261,08-12-2022,North America,Antivirus,Direct Sales,Business,3200.0,1,1393.0,No,2022-12-08,4,December,1807.0
3262,09-12-2022,North America,DevTools,Partner,Business,5744.0,8,1267.0,No,2022-12-09,4,December,4477.0
3263,10-12-2022,Europe,ERP,Online,Consumer,6519.0,19,1757.0,No,2022-12-10,4,December,4762.0
3264,11-12-2022,Europe,DevTools,Partner,Consumer,6812.0,1,1978.0,Yes,2022-12-11,4,December,4834.0
3265,12-12-2022,South America,ERP,Online,Business,8837.0,5,772.0,Yes,2022-12-12,4,December,8065.0
3266,13-12-2022,South America,CRM,Online,Business,2423.0,1,1537.0,Yes,2022-12-13,4,December,886.0
3267,14-12-2022,South America,Database,Partner,Business,2697.0,11,621.0,Yes,2022-12-14,4,December,2076.0
3268,15-12-2022,Europe,Antivirus,Online,Business,7070.0,9,564.0,No,2022-12-15,4,December,6506.0
3269,16-12-2022,Europe,Database,Direct Sales,Consumer,1854.0,5,921.0,No,2022-12-16,4,December,933.0
3270,17-12-2022,South America,Antivirus,Direct Sales,Business,4696.0,2,1956.0,Yes,2022-12-17,4,December,2740.0
3271,18-12-2022,South America,DevTools,Online,Business,298.0,13,1328.0,Yes,2022-12-18,4,December,-1030.0
3272,19-12-2022,Australia,DevTools,Direct Sales,Business,1496.0,18,902.0,No,2022-12-19,4,December,594.0
3273,20-12-2022,South America,Antivirus,Partner,Consumer,6821.0,12,699.0,Yes,2022-12-20,4,December,6122.0
3274,21-12-2022,Australia,Database,Direct Sales,Consumer,7500.0,14,1880.0,No,2022-12-21,4,December,5620.0
3275,22-12-2022,Asia,Antivirus,Online,Business,1242.0,5,1044.0,Yes,2022-12-22,4,December,198.0
3276,23-12-2022,Europe,CRM,Partner,Business,2354.0,10,960.0,No,2022-12-23,4,December,1394.0
3277,24-12-2022,South America,DevTools,Direct Sales,Consumer,1079.0,2,1787.0,No,2022-12-24,4,December,-708.0
3278,25-12-2022,Europe,CRM,Partner,Consumer,4391.0,4,1407.0,Yes,2022-12-25,4,December,2984.0
3279,26-12-2022,Europe,DevTools,Online,Business,1349.0,12,753.0,Yes,2022-12-26,4,December,596.0
3280,27-12-2022,Europe,DevTools,Direct Sales,Consumer,4429.0,11,1132.0,Yes,2022-12-27,4,December,3297.0
3281,28-12-2022,Asia,ERP,Partner,Business,7348.0,4,1892.0,No,2022-12-28,4,December,5456.0
3282,29-12-2022,North America,CRM,Partner,Consumer,6866.0,11,1852.0,Yes,2022-12-29,4,December,5014.0
3283,30-12-2022,South America,CRM,Direct Sales,Business,2877.0,9,605.0,Yes,2022-12-30,4,December,2272.0
3284,31-12-2022,North America,ERP,Partner,Business,6770.0,10,903.0,Yes,2022-12-31,4,December,5867.0
3285,01-01-2022,North America,Database,Partner,Consumer,9284.0,6,732.0,Yes,2022-01-01,1,January,8552.0
3286,02-01-2022,North America,CRM,Online,Business,3540.0,15,1301.0,Yes,2022-01-02,1,January,2239.0
3287,03-01-2022,Europe,Antivirus,Online,Consumer,3358.0,10,1625.0,No,2022-01-03,1,January,1733.0
3288,04-01-2022,Australia,ERP,Online,Consumer,5757.0,6,943.0,Yes,2022-01-04,1,January,4814.0
3289,05-01-2022,Europe,CRM,Online,Consumer,2530.0,1,1637.0,Yes,2022-01-05,1,January,893.0
3290,06-01-2022,Europe,Database,Online,Business,6551.0,4,1503.0,Yes,2022-01-06,1,January,5048.0
3291,07-01-2022,North America,CRM,Online,Business,8339.0,14,1592.0,Yes,2022-01-07,1,January,6747.0
3292,08-01-2022,Europe,DevTools,Direct Sales,Business,4647.0,8,1922.0,No,2022-01-08,1,January,2725.0
3293,09-01-2022,North America,Antivirus,Online,Consumer,6827.0,11,1137.0,No,2022-01-09,1,January,5690.0
